Plate-ID,Age,lat,lon,rot
3547,40,35.61,9.18,-0.32
3547,50,35.61,9.18,-0.97
3547,60,35.61,9.18,-0.97
3547,70,35.61,9.18,-0.97
3547,80,35.61,9.18,-0.97
3547,90,35.61,9.18,-0.97
3547,100,35.61,9.18,-0.97
3547,110,35.61,9.18,-0.97
3547,120,35.61,9.18,-0.97
3547,130,30.28,40.20,1.08
3547,140,31.25,36.93,1.42
3547,150,31.25,36.93,1.42
3547,160,31.25,36.93,1.42
3547,170,31.25,36.93,1.42
3547,180,31.25,36.93,1.42
3547,190,31.25,36.93,1.42
3547,200,31.25,36.93,1.42
7079,0,0.00,0.00,0.00
7079,10,48.80,67.44,2.74
7079,20,50.79,67.18,5.83
7079,30,53.89,51.37,7.47
7079,40,54.18,26.11,9.60
7079,50,52.34,14.66,11.69
7079,60,51.70,9.26,13.44
7079,70,50.78,6.65,15.18
7079,80,50.45,3.63,17.84
7079,90,51.07,0.23,23.89
7079,100,49.37,-2.88,30.59
7079,110,50.21,-1.85,36.83
7079,120,50.50,-1.86,43.19
7079,130,50.12,0.56,47.54
7079,140,50.95,2.32,49.28
7079,150,51.24,2.21,52.21
7079,160,53.42,5.00,55.86
7079,170,54.73,5.45,60.22
7079,180,54.19,4.10,64.09
7079,190,53.56,3.07,67.66
7079,200,52.83,4.87,65.83
